"id","customer_id","category","status","creation_date","response_time","resolution_time"
553,1438,"Other","Open","2023-11-26T00:00:00.000",2,"0 hours"
554,758,"Feedback","Resolved","2023-11-26T00:00:00.000",2,"2.18 hours"
555,1145,"Billing enquiry","-","2023-09-12T00:00:00.000",3,"3.14 hours"
557,180,"Feedback","Open","2023-03-22T00:00:00.000",2,"0 hours"
560,1184,"Billing enquiry","In Progress","2023-02-14T00:00:00.000",3,"0 hours"
561,930,"Installation Problem","In Progress","2023-07-25T00:00:00.000",6,"0 hours"
562,1730,"Other","Resolved","2023-07-24T00:00:00.000",2,"1.82 hours"
563,1920,"Billing enquiry","Open","2023-09-21T00:00:00.000",3,"0 hours"
564,870,"Billing enquiry","Open","2023-05-12T00:00:00.000",2,"0 hours"
566,1878,"Other","In Progress","2023-05-13T00:00:00.000",3,"0 hours"
567,58,"Feedback","Open","2023-11-24T00:00:00.000",2,"0 hours"
568,1836,"Bug","In Progress","2023-03-22T00:00:00.000",2,"0 hours"
569,1928,"Other","Resolved","2023-02-12T00:00:00.000",2,"4.15 hours"
571,868,"Bug","In Progress","2023-06-29T00:00:00.000",4,"0 hours"
572,14,"Feedback","Open","2023-07-21T00:00:00.000",1,"0 hours"
573,87,"Feedback","Open","2023-01-07T00:00:00.000",1,"0 hours"
574,1077,"Bug","In Progress","2023-11-20T00:00:00.000",3,"0 hours"
575,524,"Feedback","Open","2023-04-21T00:00:00.000",2,"0 hours"
576,212,"Billing enquiry","Open","2023-03-15T00:00:00.000",3,"0 hours"
577,1295,"Billing enquiry","Open","2023-03-14T00:00:00.000",4,"0 hours"
578,1081,"Other","In Progress","2023-06-25T00:00:00.000",3,"0 hours"
579,1675,"Other","In Progress","2023-04-09T00:00:00.000",3,"0 hours"
580,463,"Bug","Open","2023-08-02T00:00:00.000",1,"0 hours"
581,1553,"Installation Problem","-","2023-03-26T00:00:00.000",6,"3.35 hours"
582,1862,"Billing enquiry","In Progress","2023-10-25T00:00:00.000",3,"0 hours"
583,423,"Billing enquiry","Open","2023-08-11T00:00:00.000",5,"0 hours"
584,164,"Billing enquiry","Open","2023-09-29T00:00:00.000",3,"0 hours"
586,1507,"Billing enquiry","-","2023-07-16T00:00:00.000",3,"3.18 hours"
587,276,"Billing enquiry","In Progress","2023-01-16T00:00:00.000",3,"0 hours"
588,1380,"Installation Problem","In Progress","2023-07-28T00:00:00.000",6,"0 hours"
589,1402,"Bug","Open","2023-05-07T00:00:00.000",2,"0 hours"
590,657,"Bug","In Progress","2023-06-26T00:00:00.000",3,"0 hours"
593,177,"Feedback","Open","2023-04-09T00:00:00.000",2,"0 hours"
594,1880,"Installation Problem","Resolved","2023-06-24T00:00:00.000",6,"0.75 hours"
597,1100,"Installation Problem","Open","2023-06-13T00:00:00.000",5,"0 hours"
600,1811,"Installation Problem","In Progress","2023-04-13T00:00:00.000",5,"0 hours"
601,1658,"Bug","Open","2023-06-04T00:00:00.000",6,"0 hours"
602,1724,"Other","Resolved","2023-09-26T00:00:00.000",2,"0.41 hours"
604,1109,"Installation Problem","In Progress","2023-07-14T00:00:00.000",6,"0 hours"
605,318,"Feedback","Open","2023-01-09T00:00:00.000",1,"0 hours"
607,297,"Feedback","Open","2023-08-17T00:00:00.000",2,"0 hours"
608,320,"Feedback","Open","2023-04-11T00:00:00.000",2,"0 hours"
610,161,"Feedback","Open","2023-09-28T00:00:00.000",2,"0 hours"
611,688,"Bug","Open","2023-08-13T00:00:00.000",4,"0 hours"
613,860,"Feedback","Open","2023-03-31T00:00:00.000",1,"0 hours"
615,920,"Installation Problem","In Progress","2023-06-16T00:00:00.000",6,"0 hours"
617,1020,"Billing enquiry","Open","2023-05-10T00:00:00.000",4,"0 hours"
619,1650,"Other","Resolved","2023-08-11T00:00:00.000",2,"4.67 hours"
623,1522,"Bug","In Progress","2023-04-03T00:00:00.000",5,"0 hours"
625,1851,"Installation Problem","Resolved","2023-11-05T00:00:00.000",6,"4.78 hours"
626,1246,"Installation Problem","In Progress","2023-07-02T00:00:00.000",8,"0 hours"
627,689,"Installation Problem","In Progress","2023-08-24T00:00:00.000",5,"0 hours"
629,707,"Installation Problem","Open","2023-01-18T00:00:00.000",6,"0 hours"
630,1197,"Feedback","In Progress","2023-09-22T00:00:00.000",2,"0 hours"
633,581,"Feedback","Open","2023-05-14T00:00:00.000",2,"0 hours"
635,1341,"Feedback","Open","2023-04-13T00:00:00.000",1,"0 hours"
637,199,"Billing enquiry","Open","2023-07-22T00:00:00.000",3,"0 hours"
639,956,"Installation Problem","Open","2023-09-19T00:00:00.000",5,"0 hours"
640,1270,"Feedback","In Progress","2023-03-25T00:00:00.000",2,"0 hours"
641,256,"Feedback","Open","2023-10-07T00:00:00.000",1,"0 hours"
644,1028,"Billing enquiry","In Progress","2023-10-22T00:00:00.000",3,"0 hours"
645,1376,"Feedback","Open","2023-08-23T00:00:00.000",1,"0 hours"
646,1097,"Installation Problem","In Progress","2023-06-30T00:00:00.000",5,"0 hours"
647,821,"Installation Problem","In Progress","2023-05-18T00:00:00.000",6,"0 hours"
648,272,"Feedback","Open","2023-07-21T00:00:00.000",1,"0 hours"
649,1637,"Installation Problem","In Progress","2023-11-05T00:00:00.000",6,"0 hours"
651,543,"Feedback","In Progress","2023-03-22T00:00:00.000",1,"0 hours"
653,1775,"Bug","In Progress","2023-01-12T00:00:00.000",3,"0 hours"
654,1076,"Installation Problem","In Progress","2023-03-06T00:00:00.000",7,"0 hours"
655,1310,"Bug","Open","2023-08-01T00:00:00.000",1,"0 hours"
656,1796,"Installation Problem","Open","2023-01-13T00:00:00.000",5,"0 hours"
659,731,"Billing enquiry","Open","2023-11-12T00:00:00.000",3,"0 hours"
660,1142,"Feedback","Open","2023-11-17T00:00:00.000",2,"0 hours"
662,378,"Feedback","Open","2023-10-11T00:00:00.000",2,"0 hours"
663,415,"Billing enquiry","In Progress","2023-04-28T00:00:00.000",3,"0 hours"
664,218,"Feedback","Open","2023-07-11T00:00:00.000",2,"0 hours"
665,1220,"Bug","Open","2023-01-20T00:00:00.000",6,"0 hours"
667,1119,"Billing enquiry","Open","2023-03-07T00:00:00.000",4,"0 hours"
668,1693,"Billing enquiry","Open","2023-03-23T00:00:00.000",3,"0 hours"
672,252,"Feedback","Open","2023-03-04T00:00:00.000",1,"0 hours"
674,1027,"Billing enquiry","Open","2023-09-13T00:00:00.000",3,"0 hours"
675,1983,"Other","-","2023-10-18T00:00:00.000",2,"3.58 hours"
676,637,"Billing enquiry","Open","2023-02-27T00:00:00.000",3,"0 hours"
677,187,"Billing enquiry","Open","2023-06-19T00:00:00.000",3,"0 hours"
681,1512,"Bug","In Progress","2023-08-03T00:00:00.000",1,"0 hours"
682,654,"Feedback","In Progress","2023-07-18T00:00:00.000",2,"0 hours"
684,1149,"Installation Problem","Resolved","2023-06-11T00:00:00.000",5,"2.9 hours"
685,341,"Feedback","Open","2023-04-23T00:00:00.000",1,"0 hours"
686,1950,"Installation Problem","In Progress","2023-09-13T00:00:00.000",6,"0 hours"
688,1614,"Installation Problem","In Progress","2023-01-20T00:00:00.000",6,"0 hours"
689,833,"Billing enquiry","In Progress","2023-11-22T00:00:00.000",5,"0 hours"
690,554,"Installation Problem","Open","2023-06-26T00:00:00.000",8,"0 hours"
691,1176,"Bug","In Progress","2023-09-27T00:00:00.000",1,"0 hours"
693,66,"Bug","In Progress","2023-01-30T00:00:00.000",7,"0 hours"
696,559,"Bug","In Progress","2023-05-17T00:00:00.000",3,"0 hours"
697,417,"Feedback","In Progress","2023-02-11T00:00:00.000",1,"0 hours"
698,1821,"Bug","Resolved","2023-07-31T00:00:00.000",3,"1.91 hours"
699,759,"Feedback","Open","2023-10-04T00:00:00.000",2,"0 hours"
701,74,"Feedback","Open","2023-06-06T00:00:00.000",1,"0 hours"
702,1112,"Feedback","Open","2023-08-08T00:00:00.000",1,"0 hours"
704,1694,"Bug","In Progress","2023-09-30T00:00:00.000",2,"0 hours"
705,1527,"Installation Problem","In Progress","2023-08-03T00:00:00.000",8,"0 hours"
706,1712,"Installation Problem","In Progress","2023-06-11T00:00:00.000",5,"0 hours"
708,337,"Bug","In Progress","2023-08-08T00:00:00.000",1,"0 hours"
710,1893,"Installation Problem","-","2023-10-29T00:00:00.000",8,"0.41 hours"
711,1339,"Installation Problem","In Progress","2023-03-13T00:00:00.000",5,"0 hours"
712,1532,"Other","In Progress","2023-09-11T00:00:00.000",2,"0 hours"
713,489,"Feedback","Open","2023-06-27T00:00:00.000",1,"0 hours"
714,8,"Feedback","Open","2023-07-17T00:00:00.000",2,"0 hours"
716,1411,"Bug","Open","2023-05-20T00:00:00.000",4,"0 hours"
718,1240,"Bug","Open","2023-06-19T00:00:00.000",2,"0 hours"
720,618,"Feedback","Open","2023-03-17T00:00:00.000",2,"0 hours"
721,32,"Feedback","Open","2023-06-29T00:00:00.000",2,"0 hours"
722,506,"Feedback","Open","2023-04-23T00:00:00.000",1,"0 hours"
723,416,"Billing enquiry","Open","2023-01-16T00:00:00.000",4,"0 hours"
724,248,"Feedback","Open","2023-08-20T00:00:00.000",2,"0 hours"
725,964,"Feedback","Open","2023-09-08T00:00:00.000",1,"0 hours"
726,1250,"Feedback","In Progress","2023-07-16T00:00:00.000",2,"0 hours"
727,696,"Installation Problem","Open","2023-07-30T00:00:00.000",5,"0 hours"
729,1792,"Other","In Progress","2023-09-26T00:00:00.000",2,"0 hours"
731,988,"Billing enquiry","Open","2023-08-20T00:00:00.000",5,"0 hours"
733,701,"Billing enquiry","In Progress","2023-08-13T00:00:00.000",3,"0 hours"
734,680,"Billing enquiry","In Progress","2023-10-27T00:00:00.000",3,"0 hours"
735,1930,"Other","In Progress","2023-03-06T00:00:00.000",2,"0 hours"
736,1028,"Billing enquiry","Open","2023-04-11T00:00:00.000",3,"0 hours"
738,1709,"Other","In Progress","2023-07-23T00:00:00.000",1,"0 hours"
739,1181,"Feedback","Open","2023-02-16T00:00:00.000",2,"0 hours"
740,191,"Feedback","Open","2023-09-10T00:00:00.000",2,"0 hours"
741,913,"Bug","Open","2023-09-21T00:00:00.000",8,"0 hours"
742,26,"Feedback","Open","2023-04-23T00:00:00.000",2,"0 hours"
743,879,"Billing enquiry","In Progress","2023-08-03T00:00:00.000",4,"0 hours"
744,426,"Feedback","Open","2023-08-28T00:00:00.000",1,"0 hours"
745,298,"Billing enquiry","Open","2023-05-10T00:00:00.000",2,"0 hours"
747,1149,"Feedback","In Progress","2023-08-25T00:00:00.000",1,"0 hours"
748,1401,"Other","Resolved","2023-09-20T00:00:00.000",2,"3.15 hours"
749,159,"Feedback","Open","2023-09-15T00:00:00.000",2,"0 hours"
752,1420,"Feedback","Open","2023-06-29T00:00:00.000",2,"0 hours"
754,1288,"Feedback","Open","2023-10-26T00:00:00.000",2,"0 hours"
755,90,"Feedback","Open","2023-07-24T00:00:00.000",1,"0 hours"
756,1020,"Feedback","Open","2023-02-25T00:00:00.000",1,"0 hours"
757,1197,"Installation Problem","In Progress","2023-05-02T00:00:00.000",5,"0 hours"
760,1428,"Installation Problem","In Progress","2023-04-12T00:00:00.000",6,"0 hours"
761,1851,"Billing enquiry","Open","2023-03-08T00:00:00.000",4,"0 hours"
762,1563,"Billing enquiry","In Progress","2023-07-20T00:00:00.000",2,"0 hours"
763,1457,"Other","-","2023-04-02T00:00:00.000",3,"0.65 hours"
764,1203,"Billing enquiry","In Progress","2023-09-25T00:00:00.000",3,"0 hours"
766,1759,"Other","-","2023-09-21T00:00:00.000",2,"0.89 hours"
767,140,"Feedback","In Progress","2023-09-30T00:00:00.000",1,"0 hours"
770,549,"Feedback","Open","2023-09-06T00:00:00.000",1,"0 hours"
771,44,"Feedback","Open","2023-08-14T00:00:00.000",2,"0 hours"
772,888,"Bug","Open","2023-08-07T00:00:00.000",2,"0 hours"
773,1062,"Installation Problem","In Progress","2023-02-08T00:00:00.000",6,"0 hours"
774,830,"Billing enquiry","In Progress","2023-03-27T00:00:00.000",3,"0 hours"
776,1794,"Other","-","2023-04-06T00:00:00.000",2,"0.15 hours"
778,486,"Feedback","Open","2023-01-03T00:00:00.000",1,"0 hours"
779,1972,"Installation Problem","In Progress","2023-11-30T00:00:00.000",8,"0 hours"
781,47,"Feedback","Open","2023-02-20T00:00:00.000",2,"0 hours"
782,1727,"Installation Problem","In Progress","2023-06-02T00:00:00.000",7,"0 hours"
783,620,"Bug","In Progress","2023-07-03T00:00:00.000",2,"0 hours"
784,1657,"Bug","In Progress","2023-01-25T00:00:00.000",2,"0 hours"
785,629,"Installation Problem","In Progress","2023-06-20T00:00:00.000",6,"0 hours"
786,177,"Billing enquiry","Open","2023-06-19T00:00:00.000",4,"0 hours"
787,794,"Installation Problem","In Progress","2023-10-27T00:00:00.000",5,"0 hours"
789,713,"Billing enquiry","In Progress","2023-08-03T00:00:00.000",2,"0 hours"
790,694,"Installation Problem","In Progress","2023-09-06T00:00:00.000",5,"0 hours"
791,923,"Billing enquiry","Open","2023-02-17T00:00:00.000",3,"0 hours"
792,771,"Bug","Open","2023-08-19T00:00:00.000",2,"0 hours"
793,60,"Feedback","Open","2023-04-19T00:00:00.000",2,"0 hours"
794,451,"Feedback","Open","2023-02-14T00:00:00.000",1,"0 hours"
797,1622,"Installation Problem","In Progress","2023-11-05T00:00:00.000",6,"0 hours"
798,1335,"Feedback","Resolved","2023-08-15T00:00:00.000",1,"0.46 hours"
799,1682,"Other","-","2023-11-29T00:00:00.000",2,"4.84 hours"
800,1710,"Installation Problem","Resolved","2023-10-09T00:00:00.000",5,"0.5 hours"
803,168,"Feedback","Open","2023-03-02T00:00:00.000",2,"0 hours"
804,1318,"Bug","Resolved","2023-08-11T00:00:00.000",1,"2.19 hours"
805,1548,"Installation Problem","In Progress","2023-04-16T00:00:00.000",11,"0 hours"
806,935,"Installation Problem","Open","2023-01-19T00:00:00.000",5,"0 hours"
808,369,"Billing enquiry","In Progress","2023-05-13T00:00:00.000",4,"0 hours"
809,1488,"Other","-","2023-10-05T00:00:00.000",3,"4.4 hours"
811,1769,"Installation Problem","Resolved","2023-03-10T00:00:00.000",6,"3.06 hours"
812,923,"Installation Problem","In Progress","2023-07-05T00:00:00.000",5,"0 hours"
814,691,"Feedback","In Progress","2023-02-09T00:00:00.000",2,"0 hours"
815,1456,"Installation Problem","In Progress","2023-05-07T00:00:00.000",10,"0 hours"
816,88,"Feedback","Open","2023-02-11T00:00:00.000",2,"0 hours"
817,902,"Billing enquiry","In Progress","2023-07-19T00:00:00.000",3,"0 hours"
818,130,"Feedback","In Progress","2023-07-18T00:00:00.000",1,"0 hours"
820,1228,"Bug","In Progress","2023-04-30T00:00:00.000",2,"0 hours"
821,593,"Bug","-","2023-11-15T00:00:00.000",2,"4.32 hours"
822,346,"Feedback","Open","2023-01-07T00:00:00.000",1,"0 hours"
823,1687,"Installation Problem","Open","2023-01-07T00:00:00.000",5,"0 hours"
826,1240,"Bug","In Progress","2023-07-01T00:00:00.000",2,"0 hours"
828,400,"Bug","In Progress","2023-03-17T00:00:00.000",12,"0 hours"
829,931,"Billing enquiry","In Progress","2023-02-17T00:00:00.000",4,"0 hours"
830,656,"Bug","Open","2023-08-27T00:00:00.000",1,"0 hours"
831,697,"Feedback","In Progress","2023-04-25T00:00:00.000",2,"0 hours"
832,154,"Feedback","Open","2023-01-20T00:00:00.000",2,"0 hours"
833,1236,"Installation Problem","Open","2023-04-12T00:00:00.000",6,"0 hours"
835,1342,"Installation Problem","Open","2023-11-27T00:00:00.000",6,"0 hours"
837,741,"Feedback","Open","2023-07-07T00:00:00.000",2,"0 hours"
838,1946,"Installation Problem","Resolved","2023-07-28T00:00:00.000",8,"0.47 hours"
839,253,"Feedback","Open","2023-02-06T00:00:00.000",2,"0 hours"
840,716,"Feedback","Open","2023-10-01T00:00:00.000",1,"0 hours"
841,1179,"Other","-","2023-08-07T00:00:00.000",2,"5.26 hours"
843,660,"Feedback","Open","2023-03-13T00:00:00.000",1,"0 hours"
845,240,"Feedback","In Progress","2023-11-30T00:00:00.000",1,"0 hours"
846,1414,"Installation Problem","In Progress","2023-04-14T00:00:00.000",5,"0 hours"
847,1617,"Bug","In Progress","2023-03-27T00:00:00.000",3,"0 hours"
848,1865,"Installation Problem","In Progress","2023-03-20T00:00:00.000",7,"0 hours"
850,443,"Billing enquiry","Open","2023-02-08T00:00:00.000",4,"0 hours"
851,86,"Feedback","Open","2023-02-12T00:00:00.000",2,"0 hours"
853,881,"Bug","In Progress","2023-09-10T00:00:00.000",1,"0 hours"
854,919,"Installation Problem","In Progress","2023-02-05T00:00:00.000",6,"0 hours"
855,347,"Billing enquiry","Open","2023-05-24T00:00:00.000",3,"0 hours"
856,436,"Bug","Open","2023-06-24T00:00:00.000",4,"0 hours"
857,622,"Installation Problem","Open","2023-02-07T00:00:00.000",6,"0 hours"
858,1566,"Other","In Progress","2023-01-23T00:00:00.000",2,"0 hours"
860,1451,"Bug","In Progress","2023-05-02T00:00:00.000",1,"0 hours"
862,1604,"Bug","Open","2023-01-28T00:00:00.000",1,"0 hours"
863,228,"Feedback","Open","2023-07-21T00:00:00.000",1,"0 hours"
864,73,"Billing enquiry","Open","2023-07-15T00:00:00.000",3,"0 hours"
866,622,"Billing enquiry","Open","2023-10-18T00:00:00.000",4,"0 hours"
869,70,"Feedback","Open","2023-08-03T00:00:00.000",1,"0 hours"
874,756,"Billing enquiry","In Progress","2023-02-22T00:00:00.000",2,"0 hours"
875,665,"Feedback","Open","2023-08-22T00:00:00.000",1,"0 hours"
876,649,"Feedback","Open","2023-09-13T00:00:00.000",2,"0 hours"
877,1482,"Other","Resolved","2023-03-31T00:00:00.000",2,"2.24 hours"
878,927,"Bug","In Progress","2023-05-14T00:00:00.000",1,"0 hours"
880,1176,"Feedback","Open","2023-03-22T00:00:00.000",2,"0 hours"
882,1753,"Bug","In Progress","2023-11-24T00:00:00.000",2,"0 hours"
884,203,"Billing enquiry","Open","2023-11-28T00:00:00.000",3,"0 hours"
887,1857,"Other","-","2023-10-24T00:00:00.000",2,"4.01 hours"
890,1881,"Other","Resolved","2023-10-11T00:00:00.000",2,"4.61 hours"
892,1377,"Bug","Open","2023-10-25T00:00:00.000",4,"0 hours"
894,293,"Billing enquiry","In Progress","2023-04-25T00:00:00.000",4,"0 hours"
895,1890,"Installation Problem","Resolved","2023-11-15T00:00:00.000",7,"5.39 hours"
897,1678,"Installation Problem","Resolved","2023-09-30T00:00:00.000",6,"4.86 hours"
899,1330,"Installation Problem","Resolved","2023-05-22T00:00:00.000",16,"1.08 hours"
900,1185,"Feedback","In Progress","2023-03-19T00:00:00.000",1,"0 hours"
901,1590,"Bug","In Progress","2023-02-12T00:00:00.000",4,"0 hours"
902,1466,"Billing enquiry","In Progress","2023-01-02T00:00:00.000",2,"0 hours"
903,1305,"Installation Problem","In Progress","2023-01-02T00:00:00.000",7,"0 hours"
904,95,"Feedback","Open","2023-06-06T00:00:00.000",2,"0 hours"
905,16,"Feedback","Open","2023-09-09T00:00:00.000",1,"0 hours"
906,7,"Feedback","Open","2023-05-25T00:00:00.000",2,"0 hours"
907,1014,"Billing enquiry","In Progress","2023-10-31T00:00:00.000",3,"0 hours"
908,1386,"Installation Problem","In Progress","2023-11-10T00:00:00.000",7,"0 hours"
909,1160,"Billing enquiry","Open","2023-06-15T00:00:00.000",3,"0 hours"
910,1216,"Installation Problem","In Progress","2023-05-29T00:00:00.000",8,"0 hours"
911,1325,"Installation Problem","In Progress","2023-08-26T00:00:00.000",6,"0 hours"
913,1054,"Bug","In Progress","2023-04-19T00:00:00.000",2,"0 hours"
914,377,"Feedback","Open","2023-05-09T00:00:00.000",2,"0 hours"
915,992,"Billing enquiry","In Progress","2023-03-23T00:00:00.000",4,"0 hours"
917,1703,"Bug","In Progress","2023-05-17T00:00:00.000",2,"0 hours"
918,601,"Billing enquiry","Open","2023-02-18T00:00:00.000",3,"0 hours"
919,205,"Billing enquiry","Open","2023-05-05T00:00:00.000",2,"0 hours"
920,624,"Installation Problem","Open","2023-03-12T00:00:00.000",5,"0 hours"
921,1912,"Installation Problem","Resolved","2023-05-04T00:00:00.000",6,"5.79 hours"
923,1206,"Billing enquiry","Open","2023-11-08T00:00:00.000",3,"0 hours"
924,658,"Feedback","Open","2023-09-13T00:00:00.000",1,"0 hours"
928,183,"Bug","Open","2023-08-06T00:00:00.000",2,"0 hours"
929,5,"Feedback","Open","2023-03-25T00:00:00.000",2,"0 hours"
932,1547,"Bug","In Progress","2023-11-30T00:00:00.000",2,"0 hours"
933,798,"Bug","In Progress","2023-04-16T00:00:00.000",2,"0 hours"
934,1116,"Installation Problem","Resolved","2023-02-19T00:00:00.000",5,"1.98 hours"
936,1828,"Installation Problem","In Progress","2023-06-12T00:00:00.000",13,"0 hours"
937,1913,"Installation Problem","Resolved","2023-11-03T00:00:00.000",5,"5.35 hours"
938,24,"Feedback","Open","2023-07-24T00:00:00.000",2,"0 hours"
939,1447,"Bug","Open","2023-03-21T00:00:00.000",5,"0 hours"
940,890,"Feedback","Open","2023-06-03T00:00:00.000",1,"0 hours"
941,656,"Feedback","Open","2023-09-22T00:00:00.000",2,"0 hours"
942,436,"Bug","In Progress","2023-03-30T00:00:00.000",4,"0 hours"
943,1342,"Bug","In Progress","2023-02-18T00:00:00.000",2,"0 hours"
944,1342,"Other","In Progress","2023-10-07T00:00:00.000",1,"0 hours"
945,1006,"Billing enquiry","Open","2023-02-05T00:00:00.000",3,"0 hours"
946,74,"Feedback","Open","2023-04-13T00:00:00.000",1,"0 hours"
947,71,"Feedback","Open","2023-07-29T00:00:00.000",2,"0 hours"
948,204,"Feedback","Open","2023-08-28T00:00:00.000",1,"0 hours"
950,1916,"Installation Problem","Resolved","2023-01-14T00:00:00.000",6,"2.97 hours"
952,551,"Feedback","Open","2023-01-24T00:00:00.000",1,"0 hours"
954,751,"Billing enquiry","In Progress","2023-07-29T00:00:00.000",3,"0 hours"
959,267,"Feedback","Open","2023-08-09T00:00:00.000",2,"0 hours"
961,577,"Feedback","Open","2023-11-22T00:00:00.000",1,"0 hours"
962,1395,"Bug","In Progress","2023-03-11T00:00:00.000",2,"0 hours"
964,1038,"Billing enquiry","Open","2023-03-08T00:00:00.000",3,"0 hours"
966,1516,"Other","Resolved","2023-03-22T00:00:00.000",2,"4.81 hours"
967,855,"Bug","Open","2023-11-23T00:00:00.000",1,"0 hours"
968,405,"Feedback","Open","2023-10-17T00:00:00.000",1,"0 hours"
970,1814,"Feedback","In Progress","2023-09-02T00:00:00.000",1,"0 hours"
972,1878,"Other","-","2023-11-16T00:00:00.000",2,"5.27 hours"
973,12,"Feedback","Open","2023-08-22T00:00:00.000",2,"0 hours"
976,1065,"Billing enquiry","Open","2023-07-18T00:00:00.000",4,"0 hours"
978,1180,"Feedback","In Progress","2023-07-17T00:00:00.000",2,"0 hours"
979,1143,"Billing enquiry","-","2023-04-16T00:00:00.000",3,"3.91 hours"
980,443,"Feedback","Open","2023-01-07T00:00:00.000",2,"0 hours"
981,43,"Feedback","Open","2023-04-26T00:00:00.000",2,"0 hours"
982,1903,"Other","In Progress","2023-01-20T00:00:00.000",3,"0 hours"
983,1846,"Installation Problem","-","2023-02-22T00:00:00.000",7,"1.14 hours"
985,1771,"Other","In Progress","2023-03-22T00:00:00.000",2,"0 hours"
986,499,"Feedback","Open","2023-05-27T00:00:00.000",1,"0 hours"
987,583,"Bug","In Progress","2023-09-05T00:00:00.000",2,"0 hours"
990,557,"Billing enquiry","Open","2023-04-29T00:00:00.000",4,"0 hours"
992,583,"Billing enquiry","Open","2023-09-20T00:00:00.000",3,"0 hours"
995,526,"Bug","Open","2023-03-28T00:00:00.000",2,"0 hours"
997,1363,"Installation Problem","Resolved","2023-01-18T00:00:00.000",5,"4.49 hours"
999,1316,"Feedback","In Progress","2023-07-14T00:00:00.000",2,"0 hours"
1002,1055,"Feedback","Open","2023-06-08T00:00:00.000",1,"0 hours"
1003,1476,"Other","-","2023-08-02T00:00:00.000",2,"1.17 hours"
1007,292,"Feedback","Open","2023-05-23T00:00:00.000",1,"0 hours"
1008,1012,"Billing enquiry","In Progress","2023-08-13T00:00:00.000",3,"0 hours"
1009,1533,"Billing enquiry","In Progress","2023-09-26T00:00:00.000",4,"0 hours"
1010,1563,"Installation Problem","Resolved","2023-07-01T00:00:00.000",8,"5.5 hours"
1013,727,"Billing enquiry","Open","2023-08-02T00:00:00.000",4,"0 hours"
1014,660,"Feedback","Open","2023-11-29T00:00:00.000",2,"0 hours"
1016,1742,"Bug","In Progress","2023-11-21T00:00:00.000",1,"0 hours"
1018,48,"Feedback","Open","2023-10-26T00:00:00.000",1,"0 hours"
1019,1207,"Other","-","2023-08-23T00:00:00.000",1,"3.2 hours"
1021,1905,"Other","In Progress","2023-11-24T00:00:00.000",2,"0 hours"
1022,776,"Installation Problem","In Progress","2023-04-16T00:00:00.000",6,"0 hours"
1024,1256,"Installation Problem","In Progress","2023-01-07T00:00:00.000",6,"0 hours"
1025,1833,"Other","Resolved","2023-02-02T00:00:00.000",1,"0.84 hours"
1027,1589,"Bug","In Progress","2023-10-15T00:00:00.000",1,"0 hours"
1030,1295,"Other","Resolved","2023-01-31T00:00:00.000",2,"2.51 hours"
1031,1153,"Installation Problem","Open","2023-04-08T00:00:00.000",6,"0 hours"
1032,24,"Feedback","Open","2023-01-25T00:00:00.000",1,"0 hours"
1035,778,"Billing enquiry","In Progress","2023-10-03T00:00:00.000",2,"0 hours"
1038,1931,"Other","-","2023-09-17T00:00:00.000",2,"4.05 hours"
1039,1362,"Installation Problem","Open","2023-05-21T00:00:00.000",5,"0 hours"
1040,1813,"Bug","In Progress","2023-04-30T00:00:00.000",1,"0 hours"
1041,1785,"Installation Problem","Resolved","2023-04-15T00:00:00.000",5,"5.65 hours"
1043,584,"Feedback","In Progress","2023-10-09T00:00:00.000",1,"0 hours"
1044,636,"Billing enquiry","Open","2023-03-07T00:00:00.000",3,"0 hours"
1045,490,"Feedback","Open","2023-11-22T00:00:00.000",1,"0 hours"
1047,65,"Feedback","Open","2023-04-04T00:00:00.000",2,"0 hours"
1048,1283,"Bug","In Progress","2023-03-20T00:00:00.000",7,"0 hours"
1051,892,"Bug","In Progress","2023-04-15T00:00:00.000",4,"0 hours"
1053,161,"Feedback","Open","2023-07-23T00:00:00.000",2,"0 hours"
1055,1016,"Installation Problem","In Progress","2023-03-28T00:00:00.000",7,"0 hours"
1056,1971,"Other","In Progress","2023-01-13T00:00:00.000",3,"0 hours"
1059,478,"Billing enquiry","Open","2023-09-13T00:00:00.000",3,"0 hours"
1063,902,"Feedback","Open","2023-04-01T00:00:00.000",1,"0 hours"
1064,473,"Bug","Open","2023-05-09T00:00:00.000",2,"0 hours"
1065,530,"Installation Problem","Open","2023-04-05T00:00:00.000",6,"0 hours"
1066,583,"Installation Problem","Open","2023-02-17T00:00:00.000",5,"0 hours"
1070,737,"Bug","In Progress","2023-05-08T00:00:00.000",3,"0 hours"
1071,1078,"Feedback","Open","2023-02-23T00:00:00.000",2,"0 hours"
1072,1166,"Billing enquiry","In Progress","2023-03-14T00:00:00.000",4,"0 hours"
1073,852,"Feedback","Open","2023-08-20T00:00:00.000",1,"0 hours"
1074,1230,"Installation Problem","In Progress","2023-10-15T00:00:00.000",6,"0 hours"
1075,574,"Feedback","Open","2023-07-23T00:00:00.000",1,"0 hours"
1076,144,"Feedback","Open","2023-06-24T00:00:00.000",2,"0 hours"
1077,854,"Billing enquiry","In Progress","2023-08-02T00:00:00.000",2,"0 hours"
1080,882,"Bug","Open","2023-01-06T00:00:00.000",3,"0 hours"
1081,1451,"Feedback","In Progress","2023-07-15T00:00:00.000",2,"0 hours"
1082,1316,"Feedback","Open","2023-11-21T00:00:00.000",1,"0 hours"
